index,emotion,Usage
20653,0,Training
20654,3,Training
20655,4,Training
20656,4,Training
20657,3,Training
20658,4,Training
20659,6,Training
20660,4,Training
20661,4,Training
20662,3,Training
20663,0,Training
20664,5,Training
20665,6,Training
20666,3,Training
20667,4,Training
20668,2,Training
20669,3,Training
20670,6,Training
20671,0,Training
20672,4,Training
20673,0,Training
20674,3,Training
20675,3,Training
20676,2,Training
20677,3,Training
20678,4,Training
20679,3,Training
20680,6,Training
20681,2,Training
20682,6,Training
20683,3,Training
20684,3,Training
20685,3,Training
20686,0,Training
20687,4,Training
20688,3,Training
20689,0,Training
20690,6,Training
20691,5,Training
20692,5,Training
20693,6,Training
20694,4,Training
20695,5,Training
20696,4,Training
20697,2,Training
20698,2,Training
20699,3,Training
20700,4,Training
20701,2,Training
20702,3,Training
20703,1,Training
20704,4,Training
20705,6,Training
20706,1,Training
20707,2,Training
20708,6,Training
20709,3,Training
20710,0,Training
20711,3,Training
20712,5,Training
20713,2,Training
20714,2,Training
20715,2,Training
20716,4,Training
20717,3,Training
20718,3,Training
20719,6,Training
20720,4,Training
20721,5,Training
20722,3,Training
20723,3,Training
20724,6,Training
20725,2,Training
20726,0,Training
20727,3,Training
20728,6,Training
20729,6,Training
20730,4,Training
20731,3,Training
20732,6,Training
20733,3,Training
20734,0,Training
20735,3,Training
20736,0,Training
20737,6,Training
20738,3,Training
20739,0,Training
20740,0,Training
20741,0,Training
20742,4,Training
20743,0,Training
20744,3,Training
20745,3,Training
20746,0,Training
20747,3,Training
20748,1,Training
20749,3,Training
20750,4,Training
20751,2,Training
20752,3,Training
20753,2,Training
20754,5,Training
20755,0,Training
20756,3,Training
20757,5,Training
20758,0,Training
20759,2,Training
20760,2,Training
20761,1,Training
20762,4,Training
20763,3,Training
20764,5,Training
20765,2,Training
20766,3,Training
20767,5,Training
20768,6,Training
20769,6,Training
20770,4,Training
20771,2,Training
20772,3,Training
20773,4,Training
20774,5,Training
20775,5,Training
20776,5,Training
20777,3,Training
20778,3,Training
20779,6,Training
20780,3,Training
20781,4,Training
20782,6,Training
20783,4,Training
20784,4,Training
20785,4,Training
20786,5,Training
20787,4,Training
20788,5,Training
20789,6,Training
20790,4,Training
20791,5,Training
20792,3,Training
20793,4,Training
20794,5,Training
20795,0,Training
20796,0,Training
20797,6,Training
20798,0,Training
20799,0,Training
20800,3,Training
20801,3,Training
20802,0,Training
20803,6,Training
20804,2,Training
20805,2,Training
20806,2,Training
20807,4,Training
20808,0,Training
20809,3,Training
20810,6,Training
20811,3,Training
20812,6,Training
20813,2,Training
20814,6,Training
20815,5,Training
20816,3,Training
20817,0,Training
20818,0,Training
20819,6,Training
20820,0,Training
20821,3,Training
20822,5,Training
20823,6,Training
20824,4,Training
20825,6,Training
20826,6,Training
20827,0,Training
20828,4,Training
20829,3,Training
20830,4,Training
20831,2,Training
20832,0,Training
20833,6,Training
20834,5,Training
20835,2,Training
20836,3,Training
20837,5,Training
20838,3,Training
20839,6,Training
20840,2,Training
20841,6,Training
20842,6,Training
20843,2,Training
20844,2,Training
20845,3,Training
20846,2,Training
20847,3,Training
20848,3,Training
20849,0,Training
20850,3,Training
20851,2,Training
20852,6,Training
20853,2,Training
20854,6,Training
20855,5,Training
20856,6,Training
20857,3,Training
20858,2,Training
20859,2,Training
20860,3,Training
20861,3,Training
20862,3,Training
20863,4,Training
20864,5,Training
20865,3,Training
20866,3,Training
20867,6,Training
20868,5,Training
20869,3,Training
20870,4,Training
20871,0,Training
20872,2,Training
20873,6,Training
20874,6,Training
20875,6,Training
20876,2,Training
20877,0,Training
20878,6,Training
20879,5,Training
20880,0,Training
20881,3,Training
20882,5,Training
20883,0,Training
20884,3,Training
20885,0,Training
20886,5,Training
20887,4,Training
20888,0,Training
20889,3,Training
20890,6,Training
20891,2,Training
20892,6,Training
20893,6,Training
20894,3,Training
20895,4,Training
20896,2,Training
20897,2,Training
20898,4,Training
20899,5,Training
20900,5,Training
20901,0,Training
20902,4,Training
20903,4,Training
20904,1,Training
20905,0,Training
20906,4,Training
20907,2,Training
20908,4,Training
20909,3,Training
20910,3,Training
20911,4,Training
20912,0,Training
20913,6,Training
20914,4,Training
20915,0,Training
20916,0,Training
20917,0,Training
20918,3,Training
20919,3,Training
20920,6,Training
20921,3,Training
20922,4,Training
20923,4,Training
20924,5,Training
20925,3,Training
20926,0,Training
20927,4,Training
20928,2,Training
20929,5,Training
20930,3,Training
20931,5,Training
20932,2,Training
20933,6,Training
20934,5,Training
20935,5,Training
20936,0,Training
20937,3,Training
20938,3,Training
20939,6,Training
20940,6,Training
20941,3,Training
20942,0,Training
20943,0,Training
20944,3,Training
20945,3,Training
20946,3,Training
20947,5,Training
20948,6,Training
20949,3,Training
20950,5,Training
20951,4,Training
20952,3,Training
20953,5,Training
20954,2,Training
20955,5,Training
20956,0,Training
20957,4,Training
20958,3,Training
20959,0,Training
20960,0,Training
20961,2,Training
20962,2,Training
20963,3,Training
20964,4,Training
20965,4,Training
20966,3,Training
20967,5,Training
20968,6,Training
20969,3,Training
20970,2,Training
20971,4,Training
20972,3,Training
20973,3,Training
20974,2,Training
20975,3,Training
20976,4,Training
20977,0,Training
20978,2,Training
20979,4,Training
20980,6,Training
20981,4,Training
20982,4,Training
20983,5,Training
20984,3,Training
20985,5,Training
20986,2,Training
20987,5,Training
20988,3,Training
20989,5,Training
20990,5,Training
20991,6,Training
20992,6,Training
20993,0,Training
20994,3,Training
20995,6,Training
20996,5,Training
20997,0,Training
20998,2,Training
20999,2,Training
21000,2,Training
21001,4,Training
21002,4,Training
21003,6,Training
21004,6,Training
21005,4,Training
21006,3,Training
21007,3,Training
21008,4,Training
21009,0,Training
21010,2,Training
21011,6,Training
21012,6,Training
21013,0,Training
21014,2,Training
21015,3,Training
21016,5,Training
21017,6,Training
21018,0,Training
21019,3,Training
21020,2,Training
21021,0,Training
21022,4,Training
21023,6,Training
21024,3,Training
21025,6,Training
21026,0,Training
21027,3,Training
21028,2,Training
21029,4,Training
21030,6,Training
21031,4,Training
21032,2,Training
21033,3,Training
21034,4,Training
21035,2,Training
21036,4,Training
21037,2,Training
21038,0,Training
21039,3,Training
21040,4,Training
21041,0,Training
21042,3,Training
21043,6,Training
21044,5,Training
21045,6,Training
21046,0,Training
21047,2,Training
21048,3,Training
21049,3,Training
21050,0,Training
21051,4,Training
21052,4,Training
21053,3,Training
21054,5,Training
21055,3,Training
21056,4,Training
21057,2,Training
21058,3,Training
21059,4,Training
21060,4,Training
21061,2,Training
21062,6,Training
21063,0,Training
21064,0,Training
21065,6,Training
21066,0,Training
21067,2,Training
21068,0,Training
21069,0,Training
21070,2,Training
21071,5,Training
21072,5,Training
21073,6,Training
21074,5,Training
21075,4,Training
21076,6,Training
21077,3,Training
21078,4,Training
21079,6,Training
21080,3,Training
21081,0,Training
21082,4,Training
21083,3,Training
21084,6,Training
21085,3,Training
21086,3,Training
21087,3,Training
21088,6,Training
21089,3,Training
21090,5,Training
21091,4,Training
21092,6,Training
21093,2,Training
21094,0,Training
21095,0,Training
21096,3,Training
21097,3,Training
21098,3,Training
21099,0,Training
21100,4,Training
21101,2,Training
21102,2,Training
21103,5,Training
21104,6,Training
21105,0,Training
21106,5,Training
21107,0,Training
21108,3,Training
21109,2,Training
21110,3,Training
21111,0,Training
21112,3,Training
21113,3,Training
21114,2,Training
21115,3,Training
21116,1,Training
21117,6,Training
21118,2,Training
21119,3,Training
21120,3,Training
21121,6,Training
21122,2,Training
21123,5,Training
21124,4,Training
21125,3,Training
21126,6,Training
21127,3,Training
21128,3,Training
21129,5,Training
21130,4,Training
21131,0,Training
21132,3,Training
21133,3,Training
21134,4,Training
21135,0,Training
21136,6,Training
21137,2,Training
21138,6,Training
21139,2,Training
21140,5,Training
21141,5,Training
21142,4,Training
21143,3,Training
21144,4,Training
21145,3,Training
21146,4,Training
21147,4,Training
21148,5,Training
21149,3,Training
21150,6,Training
21151,5,Training
21152,3,Training
21153,5,Training
21154,5,Training
21155,3,Training
21156,2,Training
21157,4,Training
21158,4,Training
21159,6,Training
21160,0,Training
21161,0,Training
21162,3,Training
21163,0,Training
21164,4,Training
21165,3,Training
21166,6,Training
21167,6,Training
21168,0,Training
21169,6,Training
21170,6,Training
21171,0,Training
21172,4,Training
21173,0,Training
21174,5,Training
21175,6,Training
21176,0,Training
21177,3,Training
21178,3,Training
21179,5,Training
21180,3,Training
21181,0,Training
21182,4,Training
21183,0,Training
21184,6,Training
21185,3,Training
21186,2,Training
21187,1,Training
21188,4,Training
21189,2,Training
21190,6,Training
21191,0,Training
21192,2,Training
21193,3,Training
21194,3,Training
21195,6,Training
21196,0,Training
21197,6,Training
21198,4,Training
21199,6,Training
21200,3,Training
21201,4,Training
21202,3,Training
21203,5,Training
21204,0,Training
21205,6,Training
21206,3,Training
21207,4,Training
21208,3,Training
21209,3,Training
21210,6,Training
21211,6,Training
21212,3,Training
21213,6,Training
21214,2,Training
21215,4,Training
21216,0,Training
21217,5,Training
21218,3,Training
21219,6,Training
21220,0,Training
21221,4,Training
21222,6,Training
21223,3,Training
21224,1,Training
21225,3,Training
21226,2,Training
21227,2,Training
21228,3,Training
21229,3,Training
21230,2,Training
21231,3,Training
21232,4,Training
21233,5,Training
21234,2,Training
21235,3,Training
21236,3,Training
21237,3,Training
21238,3,Training
21239,5,Training
21240,6,Training
21241,5,Training
21242,3,Training
21243,4,Training
21244,2,Training
21245,3,Training
21246,0,Training
21247,3,Training
21248,5,Training
21249,4,Training
21250,2,Training
21251,3,Training
21252,3,Training
21253,5,Training
21254,6,Training
21255,4,Training
21256,3,Training
21257,6,Training
21258,6,Training
21259,2,Training
21260,4,Training
21261,4,Training
21262,6,Training
21263,3,Training
21264,2,Training
21265,6,Training
21266,4,Training
21267,3,Training
21268,6,Training
21269,2,Training
21270,3,Training
21271,0,Training
21272,6,Training
21273,6,Training
21274,3,Training
21275,4,Training
21276,4,Training
21277,0,Training
21278,3,Training
21279,6,Training
21280,2,Training
21281,3,Training
21282,4,Training
21283,0,Training
21284,0,Training
21285,2,Training
21286,0,Training
21287,5,Training
21288,6,Training
21289,3,Training
21290,4,Training
21291,3,Training
21292,3,Training
21293,4,Training
21294,4,Training
21295,0,Training
21296,4,Training
21297,3,Training
21298,4,Training
21299,5,Training
21300,0,Training
21301,3,Training
21302,3,Training
21303,3,Training
21304,0,Training
21305,3,Training
21306,3,Training
21307,6,Training
21308,5,Training
21309,0,Training
21310,0,Training
21311,6,Training
21312,4,Training
21313,3,Training
21314,6,Training
21315,5,Training
21316,3,Training
21317,2,Training
21318,6,Training
21319,6,Training
21320,2,Training
21321,0,Training
21322,4,Training
21323,3,Training
21324,4,Training
21325,3,Training
21326,2,Training
21327,4,Training
21328,2,Training
21329,3,Training
21330,0,Training
21331,6,Training
21332,6,Training
21333,6,Training
21334,3,Training
21335,3,Training
21336,4,Training
21337,6,Training
21338,5,Training
21339,4,Training
21340,3,Training
21341,3,Training
21342,5,Training
21343,5,Training
21344,3,Training
21345,2,Training
21346,5,Training
21347,0,Training
21348,3,Training
21349,2,Training
21350,3,Training
21351,6,Training
21352,2,Training
21353,4,Training
21354,5,Training
21355,5,Training
21356,4,Training
21357,6,Training
21358,4,Training
21359,5,Training
21360,2,Training
21361,3,Training
21362,5,Training
21363,3,Training
21364,4,Training
21365,5,Training
21366,5,Training
21367,0,Training
21368,5,Training
21369,6,Training
21370,0,Training
21371,0,Training
21372,0,Training
21373,2,Training
21374,0,Training
21375,3,Training
21376,3,Training
21377,6,Training
21378,4,Training
21379,3,Training
21380,2,Training
21381,5,Training
21382,5,Training
21383,0,Training
21384,3,Training
21385,3,Training
21386,6,Training
21387,2,Training
21388,6,Training
21389,3,Training
21390,6,Training
21391,3,Training
21392,5,Training
21393,6,Training
21394,3,Training
21395,3,Training
21396,0,Training
21397,0,Training
21398,5,Training
21399,4,Training
21400,2,Training
21401,6,Training
21402,6,Training
21403,6,Training
21404,6,Training
21405,2,Training
21406,3,Training
21407,3,Training
21408,5,Training
21409,4,Training
21410,6,Training
21411,5,Training
21412,3,Training
21413,4,Training
21414,4,Training
21415,0,Training
21416,3,Training
21417,5,Training
21418,6,Training
21419,3,Training
21420,2,Training
21421,0,Training
21422,1,Training
21423,1,Training
21424,6,Training
21425,3,Training
21426,3,Training
21427,4,Training
21428,4,Training
21429,4,Training
21430,2,Training
21431,3,Training
21432,3,Training
21433,3,Training
21434,4,Training
21435,4,Training
21436,3,Training
21437,6,Training
21438,3,Training
21439,3,Training
21440,3,Training
21441,3,Training
21442,5,Training
21443,5,Training
21444,5,Training
21445,4,Training
21446,5,Training
21447,0,Training
21448,6,Training
21449,3,Training
21450,3,Training
21451,6,Training
21452,4,Training
21453,2,Training
21454,2,Training
21455,6,Training
21456,3,Training
21457,0,Training
21458,0,Training
21459,2,Training
21460,3,Training
21461,5,Training
21462,2,Training
21463,0,Training
21464,2,Training
21465,6,Training
21466,0,Training
21467,4,Training
21468,5,Training
21469,3,Training
21470,6,Training
21471,5,Training
21472,0,Training
21473,3,Training
21474,3,Training
21475,6,Training
21476,6,Training
21477,4,Training
21478,0,Training
21479,6,Training
21480,4,Training
21481,3,Training
21482,4,Training
21483,3,Training
21484,6,Training
21485,2,Training
21486,4,Training
21487,3,Training
21488,3,Training
21489,4,Training
21490,4,Training
21491,2,Training
21492,4,Training
21493,6,Training
21494,3,Training
21495,4,Training
21496,6,Training
21497,0,Training
21498,6,Training
21499,2,Training
21500,2,Training
21501,3,Training
21502,6,Training
21503,0,Training
21504,4,Training
21505,0,Training
21506,6,Training
21507,5,Training
21508,0,Training
21509,0,Training
21510,6,Training
21511,0,Training
21512,0,Training
21513,3,Training
21514,3,Training
21515,4,Training
21516,5,Training
21517,5,Training
21518,3,Training
21519,4,Training
21520,0,Training
21521,3,Training
21522,5,Training
21523,2,Training
21524,3,Training
21525,0,Training
21526,2,Training
21527,3,Training
21528,6,Training
21529,3,Training
21530,0,Training
21531,4,Training
21532,2,Training
21533,6,Training
21534,3,Training
21535,4,Training
21536,2,Training
21537,5,Training
21538,3,Training
21539,4,Training
21540,4,Training
21541,0,Training
21542,3,Training
21543,3,Training
21544,4,Training
21545,5,Training
21546,4,Training
21547,0,Training
21548,3,Training
21549,4,Training
21550,5,Training
21551,6,Training
21552,4,Training
